recommendation_id,rule_id,clothing_type,colour,condition,damage_location,damage_severity,stain_severity,hole_severity,repair_status,style,material,recommended_action,upcycling_method,difficulty,reason,required_materials,estimated_time_minutes,recommendation_priority,rule_basis
REC017431,J01,Jeans,Grey,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Vintage,Denim,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC017432,J02,Jeans,Grey,Worn,Knee,Minor,Minor,Minor,Previously Repaired,Vintage,Denim,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC017433,J03,Jeans,Grey,Worn,Pocket,Minor,Minor,Minor,Previously Repaired,Vintage,Denim,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC017434,J04,Jeans,Blue,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Formal,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC017435,K01,Hoodie,Navy,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Formal,Polyester,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017436,K02,Hoodie,Navy,Worn,Front,Minor,Minor,Minor,Previously Repaired,Formal,Polyester,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC017437,K03,Hoodie,White,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Sporty,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC017438,L01,Leggings,Navy,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Formal,Nylon,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017439,L02,Leggings,White,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Sporty,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC017440,N01,T-shirt,Pink,Excellent,None,None,None,None,No Repair,Oversized,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017441,N02,Shirt,Green,Excellent,None,None,None,None,No Repair,Traditional,Linen,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017442,N03,Denim Jacket,White,Excellent,None,None,None,None,No Repair,Casual,Cotton Blend,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC017443,N04,Saree,Green,Excellent,None,None,None,None,No Repair,Traditional,Silk,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017444,N05,Dress,Green,Excellent,None,None,None,None,No Repair,Traditional,Polyester,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017445,O01,Jacket,Blue,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Sporty,Nylon,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC017446,O02,Jacket,Blue,Worn,Pocket,Minor,Minor,Minor,Previously Repaired,Sporty,Nylon,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017447,O03,Jacket,White,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Casual,Nylon,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC017448,P01,Trousers,Blue,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Sporty,Wool Blend,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017449,P02,Trousers,Blue,Worn,Knee,Minor,Minor,Minor,Previously Repaired,Sporty,Wool Blend,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC017450,R01,Jumpsuit,Blue,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC017451,R02,Jumpsuit,Blue,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017452,S01,Shirt,Blue,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC017453,S02,Shirt,Blue,Worn,Collar,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017454,S03,Shirt,Blue,Worn,Front,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC017455,S04,Shirt,White,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Casual,Polyester,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017456,SA01,Saree,Blue,Worn,Edge,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC017457,SA02,Saree,White,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Casual,Polyester,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017458,SH01,Shorts,Blue,Worn,Hem,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017459,SK01,Skirt,Blue,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017460,SK02,Skirt,Blue,Worn,Waist,Minor,Minor,Minor,Previously Repaired,Sporty,Polyester,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017461,T01,T-shirt,Navy,Worn,Sleeve,Minor,Minor,Minor,Previously Repaired,Formal,Polyester,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC017462,T02,T-shirt,Navy,Worn,Bottom,Minor,Minor,Minor,Previously Repaired,Formal,Polyester,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC017463,T03,T-shirt,Navy,Worn,Front,Minor,Minor,Minor,Previously Repaired,Formal,Polyester,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC017464,T04,T-shirt,White,Damaged,Multiple Areas,Major,None,Minor,Previously Repaired,Sporty,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC017465,D01,Dress,Blue,Worn,Bottom,Minor,None,None,Needs Repair,Sporty,Silk,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017466,D02,Dress,Blue,Worn,Sleeve,Minor,None,None,Needs Repair,Sporty,Silk,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC017467,D03,Dress,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Casual,Viscose,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017468,J01,Jeans,Grey,Worn,Bottom,Minor,None,None,Needs Repair,Vintage,Cotton Blend,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC017469,J02,Jeans,Grey,Worn,Knee,Minor,None,None,Needs Repair,Vintage,Cotton Blend,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC017470,J03,Jeans,Grey,Worn,Pocket,Minor,None,None,Needs Repair,Vintage,Cotton Blend,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC017471,J04,Jeans,Blue,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Formal,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC017472,K01,Hoodie,Navy,Worn,Sleeve,Minor,None,None,Needs Repair,Formal,Cotton Blend,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017473,K02,Hoodie,Navy,Worn,Front,Minor,None,None,Needs Repair,Formal,Cotton Blend,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC017474,K03,Hoodie,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Sporty,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC017475,L01,Leggings,Navy,Worn,Bottom,Minor,None,None,Needs Repair,Formal,Cotton Blend,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017476,L02,Leggings,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Sporty,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC017477,N01,T-shirt,Pink,Good,None,None,None,None,No Repair,Oversized,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017478,N02,Shirt,Green,Good,None,None,None,None,No Repair,Traditional,Linen,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017479,N03,Denim Jacket,White,Good,None,None,None,None,No Repair,Casual,Cotton Blend,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC017480,N04,Saree,Green,Good,None,None,None,None,No Repair,Traditional,Silk,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017481,N05,Dress,Green,Good,None,None,None,None,No Repair,Traditional,Polyester,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017482,O01,Jacket,Blue,Worn,Sleeve,Minor,None,None,Needs Repair,Sporty,Cotton Blend,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC017483,O02,Jacket,Blue,Worn,Pocket,Minor,None,None,Needs Repair,Sporty,Cotton Blend,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017484,O03,Jacket,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Casual,Nylon,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC017485,P01,Trousers,Blue,Worn,Bottom,Minor,None,None,Needs Repair,Sporty,Viscose,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017486,P02,Trousers,Blue,Worn,Knee,Minor,None,None,Needs Repair,Sporty,Viscose,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC017487,R01,Jumpsuit,Blue,Worn,Bottom,Minor,None,None,Needs Repair,Sporty,Viscose,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC017488,R02,Jumpsuit,Blue,Worn,Sleeve,Minor,None,None,Needs Repair,Sporty,Viscose,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017489,S01,Shirt,Blue,Worn,Sleeve,Minor,None,None,Needs Repair,Sporty,Cotton Blend,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC017490,S02,Shirt,Blue,Worn,Collar,Minor,None,None,Needs Repair,Sporty,Cotton Blend,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017491,S03,Shirt,Blue,Worn,Front,Minor,None,None,Needs Repair,Sporty,Cotton Blend,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC017492,S04,Shirt,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Casual,Polyester,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017493,SA01,Saree,Blue,Worn,Edge,Minor,None,None,Needs Repair,Sporty,Viscose,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC017494,SA02,Saree,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Casual,Polyester,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017495,SH01,Shorts,Blue,Worn,Hem,Minor,None,None,Needs Repair,Sporty,Cotton Blend,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017496,SK01,Skirt,Blue,Worn,Bottom,Minor,None,None,Needs Repair,Sporty,Viscose,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017497,SK02,Skirt,Blue,Worn,Waist,Minor,None,None,Needs Repair,Sporty,Viscose,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017498,T01,T-shirt,Navy,Worn,Sleeve,Minor,None,None,Needs Repair,Formal,Cotton Blend,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC017499,T02,T-shirt,Navy,Worn,Bottom,Minor,None,None,Needs Repair,Formal,Cotton Blend,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC017500,T03,T-shirt,Navy,Worn,Front,Minor,None,None,Needs Repair,Formal,Cotton Blend,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC017501,T04,T-shirt,White,Damaged,Multiple Areas,Major,None,Major,Needs Repair,Sporty,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC017502,D01,Dress,Blue,Worn,Bottom,Minor,None,None,Previously Repaired,Sporty,Silk,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017503,D02,Dress,Blue,Worn,Sleeve,Minor,None,None,Previously Repaired,Sporty,Silk,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC017504,D03,Dress,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Casual,Viscose,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017505,J01,Jeans,Grey,Worn,Bottom,Minor,None,None,Previously Repaired,Vintage,Cotton Blend,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC017506,J02,Jeans,Grey,Worn,Knee,Minor,None,None,Previously Repaired,Vintage,Cotton Blend,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC017507,J03,Jeans,Grey,Worn,Pocket,Minor,None,None,Previously Repaired,Vintage,Cotton Blend,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC017508,J04,Jeans,Blue,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Formal,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC017509,K01,Hoodie,Navy,Worn,Sleeve,Minor,None,None,Previously Repaired,Formal,Cotton Blend,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017510,K02,Hoodie,Navy,Worn,Front,Minor,None,None,Previously Repaired,Formal,Cotton Blend,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC017511,K03,Hoodie,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Sporty,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC017512,L01,Leggings,Navy,Worn,Bottom,Minor,None,None,Previously Repaired,Formal,Cotton Blend,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017513,L02,Leggings,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Sporty,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC017514,N01,T-shirt,Pink,Worn,None,None,None,None,Previously Repaired,Oversized,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017515,N02,Shirt,Green,Worn,None,None,None,None,Previously Repaired,Traditional,Linen,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017516,N03,Denim Jacket,White,Worn,None,None,None,None,Previously Repaired,Casual,Cotton Blend,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC017517,N04,Saree,Green,Worn,None,None,None,None,Previously Repaired,Traditional,Silk,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017518,N05,Dress,Green,Worn,None,None,None,None,Previously Repaired,Traditional,Polyester,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017519,O01,Jacket,Blue,Worn,Sleeve,Minor,None,None,Previously Repaired,Sporty,Cotton Blend,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC017520,O02,Jacket,Blue,Worn,Pocket,Minor,None,None,Previously Repaired,Sporty,Cotton Blend,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017521,O03,Jacket,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Casual,Nylon,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC017522,P01,Trousers,Blue,Worn,Bottom,Minor,None,None,Previously Repaired,Sporty,Viscose,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017523,P02,Trousers,Blue,Worn,Knee,Minor,None,None,Previously Repaired,Sporty,Viscose,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC017524,R01,Jumpsuit,Blue,Worn,Bottom,Minor,None,None,Previously Repaired,Sporty,Viscose,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC017525,R02,Jumpsuit,Blue,Worn,Sleeve,Minor,None,None,Previously Repaired,Sporty,Viscose,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017526,S01,Shirt,Blue,Worn,Sleeve,Minor,None,None,Previously Repaired,Sporty,Cotton Blend,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC017527,S02,Shirt,Blue,Worn,Collar,Minor,None,None,Previously Repaired,Sporty,Cotton Blend,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017528,S03,Shirt,Blue,Worn,Front,Minor,None,None,Previously Repaired,Sporty,Cotton Blend,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
