brand,usage,condition,type,category,price,trend,colors,cut,pattern,season,text,pilling,damage,stains,holes,smell,material
Monki,Reuse,4,Vest,Ladies,100-150,Unknown,['Pink'],"['Regular', 'V-collar']",Embroidered,All,Unknown,4,None,None,None,None,100% Cotton
H&m,Reuse,4,Tank Top,Ladies,50-100,Unknown,['White'],"['Regular', 'Cropped']",Embroidered,All,Unknown,4,None,Minor,None,None,Unknown
Lindex,Reuse,3,Skirt,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,Minor,None,None,100% Cotton
Zara,Reuse,4,Skirt,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,Unknown
Only,Reuse,4,Skirt,Ladies,100-150,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,4,Skirt,Ladies,100-150,Unknown,['Green'],"['Regular', 'Tight']",Unknown,All,Unknown,4,None,Minor,None,Minor,Unknown
Karol Basic,Reuse,4,Skirt,Ladies,100-150,Unknown,"['Grey', 'Black', 'White']",['Regular'],Checkered print,All,Unknown,4,None,None,None,None,"58% Polyester, 40% Cotton, 2% Elastan"
H&m,Reuse,4,Skirt,Ladies,100-150,80s,['Pink'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% Polyester
Me & I,Reuse,4,Skirt,Ladies,100-150,Unknown,"['Pink', 'Orange', 'Multicolor']",['Regular'],Striped,All,Unknown,4,None,None,None,Minor,"45% cotton, 49% Modal, 6% Elastane"
Missing,Reuse,4,Skirt,Ladies,100-150,Unknown,"['Pink', 'Multicolor', 'Black']",['Regular'],Animal print,All,Unknown,4,None,None,None,Minor,Unknown
Mango,Reuse,4,Skirt,Ladies,100-150,Unknown,"['Multicolor', 'Purple', 'Brown']",['Regular'],Floral print,All,Unknown,4,None,None,None,None,100% Polyester
Adidas,Reuse,4,Trousers,Unisex,150-250,Sports,"['Grey', 'White']",['Regular'],Logo print,All,Unknown,4,None,None,None,None,"52% Cotton, 45% Polyester"
H&m,Reuse,4,Dress,Ladies,150-250,Unknown,['Black'],"['Regular', 'Long', 'V-collar']",Unknown,All,Unknown,4,None,None,None,None,100% Polyester
Beauty Women,Reuse,4,Dress,Ladies,150-250,80s,"['Black', 'White']","['Regular', 'C-collar']",Striped,All,Unknown,4,None,None,None,None,"51% Viscose, 39% Polyamide, 10% Elastane"
H&m,Reuse,4,Blazer,Ladies,150-250,Unknown,['Red'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,4,Blazer,Ladies,150-250,Unknown,['Black'],"['Regular', 'Cropped']",Unknown,All,Unknown,4,None,None,None,None,Unknown
Zara,Reuse,4,Blazer,Ladies,150-250,80s,['Pink'],['Regular'],Unknown,All,Unknown,4,None,Minor,None,None,"Shell: 55% Polyester, 45% Lyocell. Lining: 100% Polyester"
Saint Tropez,Reuse,4,Blazer,Ladies,150-250,80s,['Black'],['Regular'],Glitter,All,Unknown,4,None,None,None,None,"Shell: 70% Viscose, 25% Polyamide, 5%Elastane. Lining: 100% Polyester"
Bonprix Selection,Reuse,4,Top,Ladies,50-100,Unknown,['Pink'],['Regular'],Other,All,Unknown,4,None,None,None,None,100% Cotton
Dmretro,Reuse,4,Top,Ladies,100-150,Unknown,"['Pink', 'White']",['Regular'],Embroidered,All,Unknown,4,None,None,None,None,Unknown
Bikbok,Reuse,3,Top,Ladies,50-100,Unknown,['Red'],"['Regular', 'Cropped', 'C-collar']",Unknown,All,Unknown,3,None,None,None,None,"61% Polyester, 34% Viscose, 5% Elastane"
Primark,Reuse,3,Top,Ladies,50-100,Unknown,['Purple'],"['Regular', 'Cropped', 'Turtle neck']",Unknown,All,Unknown,2,None,None,None,None,"80% Polyester, 19% Viscose, 1% Elastane"
Qed London,Reuse,4,Top,Ladies,50-100,Unknown,"['Beige', 'Black', 'Multicolor']","['Loose', 'Oversize', 'C-collar']",Other,All,Unknown,4,None,None,None,Minor,Unknown
Gant,Reuse,4,Blouse,Ladies,150-250,Unknown,"['Black', 'White']","['Regular', 'Tight']",Dots,All,Unknown,4,None,None,None,None,"97% Cotton, 3% Elastane"
Inwear,Reuse,4,Dress,Ladies,150-250,Unknown,"['Black', 'Green']",['Regular'],Other,All,Unknown,4,None,None,None,None,100% Viscose
"Boss, Hugo Boss",Reuse,4,T-shirt,Men,150-250,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Lindex,Reuse,4,Dress,Ladies,100-150,Unknown,"['White', 'Black']","['Regular', 'Loose']",Striped,All,Unknown,4,None,None,None,None,100% Cotton
Turnover,Reuse,4,Blouse,Ladies,50-100,Unknown,"['White', 'Black']",['Regular'],Dots,All,Unknown,4,None,None,None,None,Unknown
Monki,Reuse,3,Dress,Ladies,100-150,Unknown,['Purple'],['Regular'],Unknown,All,Unknown,4,None,None,None,Minor,"72% Modal, 28% Polyester. "
G-star Raw,Reuse,3,Jeans,Ladies,100-150,Denim,['Blue'],"['Regular', 'Long', 'Tight']",Unknown,All,Unknown,4,None,None,None,None,"98% Cotton, 2% Elastane"
Nike,Reuse,4,Trousers,Men,100-150,Sports,['Black'],"['Regular', 'Tight']",Logo print,All,Unknown,4,None,None,None,None,Unknown
Cj Collection,Reuse,4,Blazer,Ladies,150-250,Unknown,"['Grey', 'Red']",['Regular'],Checkered print,All,Unknown,4,None,None,None,Minor,Unknown
Zara,Reuse,4,Trousers,Ladies,150-250,Leather,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% Polyester
Newhouse Mellan,Reuse,4,Blouse,Ladies,100-150,Unknown,['Pink'],['Regular'],Unknown,All,Unknown,4,None,None,None,Minor,100% Cotton
Jasmine,Export,3,Dress,Ladies,50-100,Unknown,['Orange'],['Regular'],Unknown,All,Unknown,2,None,None,None,None,"95% Polyester, 5% Elastane"
Second Female,Reuse,4,Blouse,Ladies,100-150,Unknown,"['Black', 'White', 'Multicolor']",['Regular'],Floral print,All,Unknown,4,None,None,None,None,100% Viscose
Blacc,Reuse,4,Trousers,Ladies,100-150,Sports,"['Multicolor', 'Pink', 'Purple']","['Regular', 'Tight']",Other,All,Unknown,4,None,None,None,Minor,"77% Polyester, 23% Elastan"
Weekday,Reuse,3,Blouse,Ladies,50-100,Unknown,"['Multicolor', 'Purple', 'Black']","['Regular', 'Oversize']",Animal print,All,Unknown,4,None,Minor,None,Minor,100% Viscose
Weekday,Export,3,Blouse,Ladies,50-100,Unknown,"['Multicolor', 'Purple', 'Black']","['Regular', 'Oversize']",Animal print,All,Unknown,4,None,Minor,None,Minor,100% Viscose
Samsö,Reuse,4,Dress,Ladies,100-150,Unknown,"['Multicolor', 'Brown', 'Beige']",['Regular'],Animal print,All,Unknown,4,None,None,None,Minor,100% Viscose
Bon'a Parte,Reuse,4,Sweater,Ladies,100-150,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Zara,Reuse,4,Jacket,Ladies,150-250,Denim,['Green'],"['Regular', 'Cropped']",Unknown,All,Unknown,4,None,None,None,Minor,100% cotton
Wera,Reuse,4,Top,Ladies,50-100,Unknown,['Green'],['Loose'],Unknown,Autumn,Unknown,4,Non,None,None,None,"93% Viskos, 7% Elastan"
Amisu (new Yorker),Reuse,3,T-shirt,Ladies,<50,Unknown,"['Black', 'Brown']",['Regular'],Logo print,All,Unknown,3,-,None,None,None,"95% Viscose, 5% Elastan"
Cissi Och Selma,Reuse,3,Top,Ladies,50-100,Unknown,"['Black', 'Green', 'Blue', 'Orange']",['Regular'],Unknown,Autumn,Unknown,3,-,None,None,None,"95% Bomull, 5% Elastane"
Weekday,Reuse,3,Top,Ladies,50-100,Unknown,"['Purple', 'White', 'Blue', 'Green']",['Regular'],Unknown,All,Unknown,3,-,None,None,None,100% Bomull
-,Reuse,3,T-shirt,Men,50-100,Unknown,"['Black', 'White', 'Red']",['Oversize'],Unknown,Summer,Unknown,3,-,None,None,None,-
H&m,Reuse,3,Dress,Ladies,50-100,Unknown,"['White', 'Green']",['Regular'],Unknown,All,Unknown,3,-,None,None,None,100% Viscose
Fbsisters (new Yorker),Reuse,3,Skirt,Ladies,<50,Unknown,"['Black', 'White', 'Pink']",['Regular'],Geometric print,Summer,Unknown,3,-,None,None,None,"95% Bomull, 5% Elastane"
H&m,Reuse,3,Dress,Ladies,50-100,Unknown,"['Blue', 'Yellow']",['Regular'],Unknown,Spring,Unknown,3,-,None,None,None,100% Polyester
H&m,Reuse,3,Jeans,Men,50-100,Unknown,['Grey'],['Tight'],Unknown,All,Unknown,3,-,None,None,None,"98% Bomull,2% Elastan"
Baseball Jackor,Reuse,3,Jacket,Men,250-400,Unknown,"['Blue', 'White', 'Red']",['Regular'],Unknown,Spring,Unknown,3,None,None,None,None,100% Polystain
Jack And Jones,Reuse,3,Jeans,Unisex,50-100,Unknown,['Blue'],['Tight'],Unknown,All,Unknown,3,-,None,None,None,"90% Bomull, 8% Polyester, 2% Elastan"
Topshop,Reuse,3,Blazer,Ladies,50-100,Unknown,['Black'],"['Regular', 'Tight']",Unknown,Unknown,Unknown,3,-,None,None,None,"Exterior: 75% Polyester, 20% Viscose, 5% Elastan. Lining Body: 65% Polyester, 35% Bomull"
H&m,Reuse,3,Blouse,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,3,-,None,None,None,100% Polyester
Marc'o Polo,Reuse,3,Blazer,Ladies,100-150,Unknown,"['White', 'Black', 'Beige']",['Regular'],Unknown,All,Unknown,3,-,None,None,None,"Oklart, annat språk"
Gymshark,Reuse,3,Trousers,Ladies,50-100,Unknown,['Black'],['Tight'],Unknown,All,Unknown,3,-,None,None,None,Står ej.
Lulu Love,Reuse,3,Blouse,Ladies,50-100,Unknown,"['Green', 'Red', 'White', 'Yellow']",[],Unknown,Autumn,Unknown,3,-,None,None,None,100% Polyester
Nike,Reuse,3,T-shirt,Ladies,50-100,Sports,['Orange'],['Tight'],Unknown,All,Unknown,3,1,None,None,None,100% Polyester
Atmosphere,Reuse,3,Blouse,Ladies,<50,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,3,-,None,None,None,100% Polyester
Saint Tropez,Reuse,3,Blouse,Ladies,50-100,Unknown,"['Blue', 'White']",['Regular'],Unknown,All,Unknown,3,-,None,None,None,"Av rivet, storlek och material"
Carin Wester,Reuse,4,Top,Ladies,100-150,Unknown,['Blue'],['Cropped'],Unknown,All,Unknown,4,-,None,None,None,"50% Bomull, 50% Akryl"
Adidas,Reuse,1,T-shirt,Men,50-100,Sports,"['Blue', 'White']",['Oversize'],Unknown,All,Unknown,4,None,Major,None,None,100% Polyester
Avrivet,Reuse,3,Trousers,Ladies,<50,Unknown,"['Blue', 'White']",['Regular'],Unknown,All,Unknown,3,-,None,None,None,-
Amisu (new Yorker),Reuse,3,Trousers,Ladies,<50,Unknown,['Beige'],['Tight'],Unknown,Spring,Unknown,3,-,None,None,None,"95% Bomulll, 5% Elastan"
H&m,Reuse,3,T-shirt,Ladies,<50,Unknown,"['Purple', 'Turquoise']",[],Unknown,Summer,Unknown,3,-,None,None,None,100% Bomull
Tommy Hilfiger,Reuse,1,Trousers,Men,50-100,Unknown,['Grey'],['Regular'],Unknown,All,Unknown,3,-,Major,None,None,Unknown
North Bend,Reuse,3,T-shirt,Ladies,100-150,Unknown,"['Blue', 'Yellow', 'White', 'Orange']",['Regular'],Unknown,Summer,Unknown,2,-,None,None,None,100% Bomull
Ralph Lauren,Reuse,3,Shirt,Men,100-150,Unknown,[],['Regular'],Unknown,Summer,Unknown,3,-,None,None,None,100% Bomull
Lager 157,Reuse,3,Blazer,Ladies,50-100,Unknown,"['Blue', 'White']",['Regular'],Unknown,Summer,Unknown,3,-,None,None,None,100% Viscose
Uniqlo,Reuse,2,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,Unknown
Lager 157,Reuse,4,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,Unknown,5,None,None,None,None,100% Pu
Åhlens,Reuse,3,Trousers,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,100% Bomull
Missing,Reuse,4,Trousers,Ladies,<50,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,Unknown
Lindex,Reuse,4,Trousers,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"96%Bomull,4%Elastan"
Stradivarius,Reuse,4,Trousers,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"49%Polyester,47%Bomull,4%Elastan"
Zara,Reuse,5,Trousers,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Unknown,5,None,None,None,None,100%Polyester
Primark,Reuse,5,Trousers,Ladies,50-100,Unknown,"['Grey', 'Black']",['Regular'],Checkered print,All,Unknown,5,None,None,None,None,100%Polyester
Logg (h&m),Reuse,3,Trousers,Ladies,<50,Unknown,[],['Regular'],Unknown,All,Unknown,3,None,None,None,None,100%Cotton
Zara,Reuse,3,Hoodie,Ladies,<50,Unknown,['Brown'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,Unknown
C,Reuse,4,Tunic,Ladies,50-100,Unknown,"['Multicolor', 'White']",['Regular'],Animal print,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,3,Vest,Ladies,50-100,Unknown,['Brown'],['Regular'],Unknown,Winter,Unknown,3,None,None,None,None,"80%Acril,20%Polyester"
Cubus,Reuse,3,Hoodie,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,"80%Cotton,20%Polyester"
Gina Tricot,Reuse,3,Blouse,Ladies,<50,Unknown,"['Black', 'White']","['Regular', 'C-collar']",Unknown,All,Unknown,3,None,None,None,None,Unknown
Geena,Reuse,3,Blouse,Ladies,<50,Unknown,['Blue'],"['Regular', 'C-collar']",Unknown,All,Unknown,3,None,None,None,None,"80%Viscose,20%Lurex"
Missing,Reuse,3,Top,Ladies,<50,Unknown,['Orange'],"['Regular', 'C-collar']",Unknown,Summer,Unknown,3,None,None,None,None,"50%Viscose,50%Bommul"
Missing,Reuse,4,Pajamas,Ladies,50-100,Unknown,"['Multicolor', 'White', 'Pink']",['Regular'],Floral print,All,Unknown,4,None,None,None,None,Unknown
Turcosa,Reuse,4,Pajamas,Ladies,50-100,Unknown,"['Multicolor', 'White', 'Pink']",['Regular'],Floral print,All,Unknown,4,None,None,None,None,"95%Cotton,5%Polyester"
Victorias Secret,Reuse,4,Pajamas,Ladies,50-100,Unknown,"['Pink', 'Black']",['Regular'],Dots,All,Unknown,4,None,None,None,None,100%Polyester
Twilfit,Reuse,4,Pajamas,Ladies,50-100,Unknown,"['Red', 'Blue', 'Multicolor']",['Regular'],Checkered print,All,Unknown,4,None,None,None,None,Unknown
Xiuliuye,Reuse,4,Night Gown,Ladies,50-100,Unknown,"['Blue', 'Multicolor']",['Regular'],Other,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,4,Night Gown,Ladies,50-100,Unknown,['Black'],['Regular'],Other,All,Unknown,4,None,None,None,None,"83%Polyamid, 17%Elastan"
Shapeup,Reuse,4,Night Gown,Ladies,100-150,Unknown,"['Black', 'Beige']",['Regular'],Lace,All,Unknown,4,None,None,None,None,"85%Polyamid, 15%Elastan"
Twilfit,Reuse,3,Night Gown,Ladies,50-100,Unknown,['Purple'],['Regular'],Lace,All,Unknown,3,None,None,None,None,100%Viscose
Missing,Reuse,4,Vest,Ladies,50-100,Unknown,['Brown'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"75%Polyester,25%Viscose"
H&m,Reuse,5,Vest,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,5,None,None,None,None,"96%Polyester,4%Elastan"
Only,Reuse,3,Vest,Ladies,50-100,Unknown,['Beige'],['Regular'],Unknown,Winter,Unknown,3,None,None,None,None,"40%Acryl, 28%Ull,18%Polyester"
H&m,Reuse,4,Vest,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,Winter,Unknown,4,None,None,None,None,100%Polyamid
Fbsisters (new Yorker),Reuse,3,Vest,Ladies,50-100,Unknown,['Brown'],['Regular'],Unknown,Winter,Unknown,4,Sprucken i sidosömmen,None,Minor,None,100%Polyamid
Logg (h&m),Reuse,4,Vest,Ladies,50-100,Unknown,['Red'],['Regular'],Unknown,Winter,Unknown,4,None,None,Minor,None,100%Polyester
Vila Nila,Reuse,5,Winter Jacket,Ladies,>400,Unknown,['Black'],['Regular'],Unknown,Winter,Unknown,5,None,None,Minor,None,Unknown
Missing,Reuse,5,Winter Jacket,Ladies,>400,Unknown,['Brown'],['Regular'],Unknown,Winter,Unknown,5,None,None,Minor,None,Unknown
Loyal,Reuse,4,Trousers,Ladies,50-100,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"90%Bomull,10%Polyester"
H&m,Reuse,4,Trousers,Unisex,50-100,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"99%Bomull,1%Polyester"
Nxd,Reuse,4,Trousers,Unisex,50-100,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"81%Bommul,18%Polyester,1% Elastan"
Mtwtfss Weekday,Reuse,4,Trousers,Unisex,50-100,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"98%Bommul,18%,2% Elastan"
Dressman,Reuse,4,Trousers,Unisex,50-100,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"94%Bommul,5%Polyester,1%Lykra"
H&m,Reuse,4,Trousers,Unisex,50-100,Denim,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100%Bommul
Divided H&m,Reuse,5,Dress,Ladies,150-250,Unknown,['Blue'],"['Regular', 'Cropped']",Unknown,All,Unknown,5,None,None,None,None,100%Polyester
Indiska,Reuse,5,Top,Ladies,150-250,Unknown,['Black'],['Regular'],Other,All,Unknown,5,None,None,None,None,100%Viscos
Shein,Reuse,4,Blouse,Ladies,50-100,Unknown,['Black'],['Regular'],Transparent,All,Unknown,4,None,None,None,None,"95%Polyester,5%Elastan"
It S All About Eve,Reuse,4,Dress,Ladies,100-150,Unknown,['Black'],['Regular'],Lace,All,Unknown,4,None,None,None,None,100%Viscose
La Redute,Reuse,4,Dress,Ladies,100-150,Unknown,"['Black', 'Brown']",['Regular'],Other,All,Unknown,4,None,None,None,None,"99%Viscose, 1% Metal"
Segers,Reuse,4,Shirt,Men,<50,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"65%Polyester, 35%Cotton"
Projob,Reuse,4,Jacket,Men,50-100,Unknown,['Yellow'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"65%Polyester, 35%Cotton"
Esprit,Reuse,4,Dress,Ladies,150-250,Unknown,['Purple'],['C-collar'],Unknown,All,Unknown,4,None,None,None,None,"Shell: 75% Acetate, 21% Polyamide, 4% Elastane. Upper lining: 100% acetate. Lower lining: 100% Polyester"
Missing,Reuse,4,Blouse,Ladies,100-150,Unknown,"['Black', 'Brown', 'Multicolor']","['C-collar', 'Loose']",Animal print,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,4,Rain Jacket,Men,150-250,Unknown,['Green'],[],Unknown,All,Unknown,4,None,None,None,None,Unknown
Indiska,Reuse,4,Dress,Ladies,100-150,Unknown,"['White', 'Pink', 'Multicolor']",['V-collar'],Floral print,Summer,Unknown,4,None,None,None,None,100% Viscose
H&m,Reuse,4,Trousers,Ladies,100-150,Unknown,"['Black', 'White']",[],Striped,All,Unknown,4,None,None,None,None,100% Viscose
Rappson (gubb),Reuse,4,Shirt,Men,100-150,Unknown,"['Beige', 'Red', 'Multicolor']",['Cropped'],Other,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,4,Blouse,Ladies,100-150,Unknown,"['Multicolor', 'Purple', 'White']",['Regular'],Floral print,All,Unknown,4,None,None,None,None,Unknown
Weekday,Reuse,4,Dress,Ladies,100-150,Unknown,['Black'],['Regular'],Transparent,All,Unknown,4,None,None,None,None,100% Polyester
H&m,Reuse,4,Blouse,Ladies,100-150,Unknown,"['Black', 'Orange', 'Multicolor']",[],Animal print,All,Unknown,4,None,None,None,None,100% silk
Åhléns,Reuse,4,Blouse,Ladies,100-150,Unknown,['Black'],[],Other,All,Unknown,4,None,None,None,None,100% silk
Lacoste,Reuse,4,Jeans,Men,150-250,Denim,['Blue'],[],Unknown,All,Unknown,4,None,None,None,None,100%  cotton
Kappahl,Reuse,4,Top,Ladies,100-150,Unknown,['Black'],[],Transparent,All,Unknown,4,None,None,None,None,Unknown
Oscar Of Sweden,Reuse,3,Shirt,Men,100-150,Unknown,"['Red', 'Blue', 'Multicolor']",[],Checkered print,All,Unknown,4,None,None,None,None,100% Cotton
H&m,Reuse,4,Dress,Ladies,100-150,80s,['Black'],"['Turtle neck', 'Tight']",Unknown,All,Unknown,4,None,None,None,None,"93% Polyester, 7% Elastane"
Lindex,Reuse,4,Top,Ladies,50-100,Unknown,['White'],"['Tight', 'C-collar']",Unknown,All,Unknown,4,None,None,None,None,"95% Cotton, 5% Elastane"
Weekday,Reuse,4,Top,Ladies,50-100,Unknown,['Orange'],"['Tight', 'Turtle neck']",Unknown,All,Unknown,4,None,None,None,Minor,"73% Viscose, 27% Polyamide"
Holly And Whyte (lindex),Reuse,4,Blouse,Ladies,100-150,Unknown,"['Purple', 'White']",['Loose'],Dots,All,Unknown,4,None,None,None,None,100% Polyester
Lindex,Reuse,4,Top,Ladies,50-100,Unknown,"['White', 'Black']","['C-collar', 'Tight']",Striped,All,Unknown,4,None,None,None,None,"95% Cotton, 5% Elastane"
Cool Company,Reuse,4,Dress,Ladies,50-100,Unknown,"['White', 'Black']",['C-collar'],Checkered print,Summer,Unknown,4,None,None,None,None,Unknown
Oscar Of Sweden,Reuse,4,Shirt,Men,100-150,Unknown,"['White', 'Brown']",['Regular'],Striped,All,Unknown,4,None,None,None,None,100% Cotton
Oscar Of Sweden,Reuse,4,Shirt,Men,150-250,Unknown,"['White', 'Brown']",['Regular'],Striped,All,Unknown,4,None,None,None,None,100% Cotton
Flash,Reuse,4,Blouse,Ladies,100-150,Unknown,"['White', 'Black']",['Regular'],Other,All,Unknown,4,None,None,None,None,100% Viscose
Nn07,Reuse,4,Shirt,Men,150-250,Denim,['Grey'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% Viscose
Replay,Reuse,4,Shirt,Ladies,150-250,Denim,['Grey'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"Shell: 99% Cotton, 1% Lurex. Trim fabric: 100% Silk"
H&m,Reuse,4,Dress,Ladies,150-250,Unknown,"['Black', 'Yellow', 'Multicolor']","['Regular', 'Long']",Other,All,Unknown,4,None,None,None,None,100% Viscose
Missing,Reuse,4,Hoodie,Unisex,100-150,Unknown,"['Yellow', 'Multicolor', 'Blue']",['Regular'],Other,All,Unknown,4,None,None,None,Minor,"85% Polyester, 15% Spandex"
Adrian Hammond,Reuse,4,Sweater,Men,150-250,Unknown,"['White', 'Black']","['Regular', 'C-collar']",Logo print,All,Unknown,4,None,None,None,Minor,100% Cotton
Jack And Jones,Reuse,4,Winter Jacket,Men,250-400,Unknown,['Yellow'],['Regular'],Logo print,Winter,Unknown,4,None,None,None,None,Shell: 100% Nylon. Lining: 100% Nylon. Filler: 100% Polyester
Adidas,Reuse,4,Jacket,Unisex,150-250,Sports,['Green'],['Regular'],Logo print,All,Unknown,4,None,None,None,None,Upper body: 100% Polyester. Lower body: 100% Nylon. Lining:100% Polyester.
H&m,Reuse,4,Jacket,Ladies,100-150,Leather,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% Polyester
Zara,Reuse,4,Blouse,Ladies,50-100,Unknown,['White'],"['Cropped', 'C-collar']",Transparent,All,Unknown,4,None,None,None,None,"60% Polyester, 40% Nylon"
Dark Star,Reuse,4,Top,Unisex,50-100,80s,['Black'],['C-collar'],Transparent,All,Unknown,4,None,None,None,None,100% Rayon
Culture,Reuse,4,Winter Jacket,Ladies,150-250,Unknown,"['Blue', 'Beige']",['Regular'],Checkered print,Winter,Unknown,4,None,None,None,None,"Lining: 100% Polyester. Shell:80% Polyester, 20% Wool"
Mos Mosh,Reuse,4,Jeans,Ladies,150-250,Denim,"['Brown', 'Multicolor', 'Beige']","['Regular', 'Tight']",Animal print,All,Unknown,4,None,None,None,None,"75% Cotton, 22% Polyester, 3% Elastane."
Gina Tricot,Reuse,4,Top,Ladies,50-100,Unknown,['Green'],"['Regular', 'Turtle neck', 'Tight']",Unknown,All,Unknown,4,None,None,None,Minor,"95% Viscose, 5% Elastane"
Na-kd,Reuse,4,Dress,Ladies,50-100,Unknown,"['Black', 'White']",['Regular'],Dots,All,Unknown,4,None,None,None,None,100% Polyester
Teejavs,Reuse,3,Hoodie,Ladies,50-100,Sports,['Red'],['Regular'],Unknown,Unknown,Unknown,3,None,None,None,Minor,"70%Cotton,30%Polyester"
Bikbok,Reuse,3,Cardigan,Ladies,<50,Sports,['Red'],['Regular'],Unknown,Unknown,Unknown,3,None,None,None,Minor,"80%Viscose,20%Nylon"
Röhnish,Reuse,3,Hoodie,Ladies,50-100,Sports,['Black'],['Regular'],Unknown,Unknown,Unknown,3,None,None,None,None,"65%Bommul,30%Polyester,5%Elastan"
Missing,Reuse,4,Blouse,Ladies,<50,Unknown,['Black'],['Regular'],Transparent,Unknown,Unknown,4,None,None,None,None,Unknown
Zara,Reuse,4,Hoodie,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,Unknown,Unknown,4,None,None,None,None,Unknown
Esprit,Reuse,3,Cardigan,Ladies,<50,Unknown,"['White', 'Orange']","['Regular', 'C-collar']",Striped,Unknown,Unknown,3,None,None,None,None,100%Cotton
Missing,Reuse,2,Blouse,Ladies,<50,Unknown,['Grey'],"['Regular', 'C-collar']",Unknown,Unknown,Unknown,3,None,None,None,None,Unknown
Gina Tricot,Reuse,3,T-shirt,Ladies,<50,Unknown,"['Orange', 'White']",['Regular'],Striped,Summer,Unknown,3,None,None,None,None,100%bommul
Lager 157,Reuse,4,Hoodie,Ladies,<50,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100%bommul
Zhenzi,Reuse,4,Top,Ladies,50-100,Unknown,"['Blue', 'White']",['Regular'],Striped,All,Unknown,4,None,None,None,None,Unknown
I Bluses,Reuse,4,Top,Ladies,<50,Unknown,"['Red', 'Brown', 'Multicolor']","['Regular', 'Turtle neck']",Striped,All,Unknown,4,None,None,None,None,Unknown
Lindex,Reuse,4,Top,Ladies,50-100,Unknown,"['Red', 'Brown', 'Multicolor']","['Regular', 'C-collar']",Striped,All,Unknown,4,None,None,None,None,"81%Acetate,17%Polyester,2%Elastane"
Missing,Reuse,4,Top,Ladies,<50,Unknown,['Grey'],"['Regular', 'C-collar']",Logo print,All,Unknown,3,None,Minor,Minor,None,Unknown
Shein,Reuse,5,Cardigan,Ladies,50-100,Unknown,['Black'],"['Regular', 'C-collar']",Unknown,All,Unknown,5,None,None,None,None,"70%Viscose,30%Polyester"
Shein,Reuse,5,Top,Ladies,<50,Unknown,['White'],"['Regular', 'Turtle neck']",Unknown,All,Unknown,5,None,None,None,None,"50%Cotton,50%Polyester"
Bodyflirt,Reuse,5,Top,Ladies,50-100,Unknown,['White'],['Regular'],Striped,All,Unknown,5,None,None,None,None,"95%Viscose,5%Elastane"
Zara,Reuse,3,Blazer,Ladies,50-100,Unknown,['Black'],['Oversize'],Unknown,All,Unknown,4,None,None,None,None,Unknown
